col1 col2 col3 col4 col5 col6 col7 col8 col9 col10 col11 col12 col13 col14 col15 col16 col17 col18 col19 col20 col21 col22 col23 col24 col25 col26 col27 col28 col29 col30 col31 col32 col33 col34 col35 col36 col37 col38 col39 col40 col41 col42 col43 col44 col45 col46 col47 col48 col49 col50 col51 col52 col53 col54 col55 col56 col57 col58 col59 col60 col61 col62 col63 col64 col65 col66 col67 col68 col69 col70 col71 col72 col73 col74 col75 col76 col77 col78
H 1288 "" "00 16 08.79" "-31 26 46.8" 5.66 "" G 4.0366068 -31.44632821 "" 7.64 117.87 -27.11 0.74 0.5 0.83 0.85 0.48 -0.02 -0.14 0.13 -0.23 0.08 0.3 0.05 -0.28 -0.15 -0.16 2 -1.35 1288 7.42 0.006 5.805 0.003 "" 1.35 0.001 G 1.33 0.03 E "" 5.811 0.001 0.007 91 "" 5.8 5.82 "" "" "" "" 00161-3127 I 1 1 "" "" "" "" "" "" "" "" "" S "" "" 1187 "" "C-32    72" "P-32    33" 1.33 K2III 3
H 1354 "" "00 16 57.05" "+61 31 59.5" 5.74 "" H 4.23771177 61.53319397 "" 5.08 -6.0 -3.46 0.4 0.44 0.58 0.47 0.51 -0.11 0.14 0.17 0.25 -0.03 0.01 -0.02 0.07 0.09 -0.13 0 -0.14 1354 6.87 0.004 5.838 0.003 "" 0.898 0.004 T 0.9 0.0 L "" 5.8988 0.0008 0.007 141 "" 5.89 5.91 "" "" "" "" 00170+6132 I 1 1 "" "" "" "" "" "" "" "" "" S "" "" 1239 "B+60   21" "" "" 0.9 G8III X
H 1366 "" "00 17 05.54" "+38 40 54.0" 4.61 "" G 4.27306518 38.68167915 "" 12.88 -50.01 -17.9 1.05 0.75 1.31 1.12 0.8 0.03 0.01 0.16 0.19 -0.05 -0.01 -0.05 0.15 0.09 0.05 0 "" 1366 4.696 0.002 4.625 0.002 "" 0.059 0.003 G 0.07 0.03 C "" 4.6349 0.0004 0.003 118 "" 4.63 4.64 "" "" "" "" "" "" "" 1 X "" "" "" "" "" "" "" "" S "" "" 1280 "B+37   34" "" "" 0.07 A2V X
H 1372 "" "00 17 09.04" "+47 56 50.7" 5.86 "" H 4.28766746 47.94741495 "" 3.42 4.05 -3.97 0.43 0.38 0.65 0.41 0.43 -0.09 0.29 0.12 -0.24 0.06 0.01 0.13 0.47 0.08 -0.19 1 -0.91 1372 5.751 0.002 5.843 0.002 "" -0.079 0.003 T -0.06 0.0 L "" 5.839 0.0004 0.005 191 "" 5.83 5.85 "" C "" "" "" "" "" 1 "" "" "" "" "" "" "" "" "" S "" "" 1279 "B+47   50" "" "" -0.07 B7III X
H 1473 "" "00 18 19.71" "+36 47 07.2" 4.51 "" G 4.58210555 36.7853273 "" 23.11 -66.51 -42.48 0.52 0.42 0.68 0.57 0.43 0.22 0.26 0.14 0.14 -0.14 -0.06 -0.05 0.0 0.19 0.24 2 1.3 1473 4.605 0.002 4.52 0.002 "" 0.054 0.002 G 0.06 0.04 D "" 4.5377 0.0004 0.004 102 "" 4.53 4.54 "" C "" "" "" "" "" 1 "" "" "" "" "" "" "" "" "" S "" "" 1404 "B+35   44" "" "" 0.06 A2V X
H 1493 "" "00 18 38.22" "+31 31 02.0" 5.88 "" H 4.65924059 31.51723388 "" 6.0 58.09 -2.91 0.63 0.39 0.77 0.67 0.41 0.13 0.23 0.12 0.2 -0.15 -0.09 -0.1 0.27 0.14 0.07 0 0.1 1493 5.858 0.002 5.874 0.003 "" -0.014 0.001 G 0.01 0.0 H "" 5.8849 0.0004 0.004 158 "" 5.88 5.89 "" "" "" "" "" "" "" 1 "" "" "" "" "" "" "" "" "" S "" "" 1439 "B+30   35" "" "" 0.01 A0IV X
H 1562 "" "00 19 25.68" "-08 49 25.8" 3.56 1 G 4.85701265 -8.82382948 "" 11.26 -14.37 -37.84 0.73 0.43 0.73 0.76 0.42 0.1 0.05 0.21 -0.15 0.05 0.04 0.05 -0.05 0.05 0.0 0 1.28 1562 5.128 0.003 3.688 0.002 "" 1.214 0.003 G 1.13 0.02 A "" 3.7314 0.0007 0.006 85 "" 3.73 3.75 "" M "" "" 00194-0850 I 1 1 "" "" "" "" "" "" "" "" "" S "" "" 1522 "B-09   48" "" "" 1.13 K2III X
H 1599 "" "00 20 01.91" "-64 52 39.4" 4.23 "" G 5.00797581 -64.8776232 "" 116.38 1707.56 1165.36 0.46 0.51 0.64 0.52 0.58 0.04 -0.05 -0.39 -0.1 -0.06 0.14 0.0 0.07 -0.04 0.01 0 -0.73 1599 "" "" "" "" "" 0.576 0.01 G 0.65 0.02 A "" 4.3443 0.0006 0.005 134 "" 4.34 4.35 "" "" "" "" "" "" "" 1 "" "" "" "" "" "" "" "" "" S "" "" 1581 "" "" "P-65    13" 0.65 F9V X
H 1630 "" "00 20 24.39" "+30 56 08.2" 5.89 "" G 5.10163324 30.93561514 "" 5.6 15.27 -0.64 0.6 0.44 0.73 0.68 0.49 0.2 0.1 -0.05 0.18 -0.08 -0.15 -0.08 0.26 0.0 0.23 0 0.46 1630 5.742 0.003 5.86 0.003 "" -0.098 0.002 G -0.08 0.0 H "" 5.8586 0.0005 0.006 103 "" 5.85 5.87 "" "" "" "" "" "" "" 1 "" "" "" "" "" "" "" "" "" S "" "" 1606 "B+30   42" "" "" -0.08 B7V X
H 1645 "" "00 20 35.86" "+08 11 24.9" 5.38 "" H 5.14943435 8.19024803 "" 8.26 -4.5 9.59 0.68 0.55 0.81 0.6 0.47 0.32 0.25 -0.08 0.01 -0.12 -0.03 -0.04 -0.34 0.22 0.41 0 0.27 1645 7.152 0.006 5.535 0.003 "" 1.343 0.004 G 1.28 0.03 E "" 5.5386 0.001 0.007 73 "" 5.52 5.55 "" C "" "" "" "" "" 1 "" "" "" "" "" "" "" "" "" S "" "" 1635 "B+07   36" "" "" 1.28 K3III S
H 1647 "" "00 20 39.04" "-69 37 29.7" 5.5 "" G 5.16267858 -69.62491154 "" 10.65 -4.01 -0.64 0.42 0.42 0.51 0.47 0.46 -0.03 -0.01 -0.1 -0.08 -0.02 0.1 -0.01 -0.02 0.02 -0.09 1 1.27 1647 5.448 0.003 5.494 0.003 "" -0.046 0.002 G -0.02 0.0 H "" 5.496 0.0006 0.006 120 "" 5.49 5.51 "" C "" "" "" "" "" 1 "" "" "" "" "" "" "" "" "" S "" "" 1685 "" "" "P-70    12" -0.02 B9V 1
H 1657 "" "00 20 45.54" "+32 54 40.4" 5.79 1 G 5.18974442 32.91122853 "" 5.05 -29.44 -17.29 0.68 0.5 0.87 0.86 0.59 0.02 0.1 -0.17 -0.14 -0.07 0.12 -0.02 -0.08 0.22 -0.01 0 0.06 1657 7.915 0.013 5.996 0.004 "" 1.595 0.015 G 1.78 0.03 C "" 5.9028 0.0011 0.01 89 "" 5.89 5.92 "" U 2 "" "" "" "" 1 "" "" "" "" "" "" "" "" "" S "" "" 1632 "B+32   45" "" "" 1.78 K5III S
H 1686 "" "00 21 07.23" "+37 58 07.3" 5.16 "" H 5.28010785 37.96869954 "" 20.42 58.32 -39.65 0.56 0.46 0.73 0.58 0.47 0.11 0.19 0.15 0.32 -0.09 0.0 -0.04 -0.08 0.14 0.14 0 -0.19 1686 5.676 0.003 5.207 0.003 "" 0.442 0.004 T 0.51 0.0 L "" 5.2579 0.0005 0.004 105 "" 5.25 5.27 "" "" "" "" "" "" "" 1 "" "" "" "" "" "" "" "" "" S "" "" 1671 "B+37   45" "" "" 0.51 F5III X
H 1708 "" "00 21 31.18" "-28 58 52.7" 5.18 "" H 5.37990144 -28.98129509 "" 10.5 32.77 -71.48 0.66 0.48 0.87 1.05 0.54 0.09 -0.02 -0.01 0.02 -0.05 0.4 -0.07 -0.22 -0.15 -0.13 0 -0.12 1708 6.448 0.005 5.279 0.003 "" 1.006 0.015 G 0.94 0.03 E "" 5.3382 0.0007 0.005 85 "" 5.33 5.35 "" "" "" "" "" "" "" 1 "" "" "" "" "" "" "" "" "" S "" "" 1737 "" "C-29    86" "P-29    28" 0.94 K0III 3
H 1728 "" "00 21 46.23" "-20 03 28.8" 5.61 3 H 5.44264511 -20.05799253 "" 4.21 62.63 -12.77 0.72 0.51 0.84 1.01 0.5 0.18 0.04 -0.07 -0.15 -0.03 0.18 -0.04 -0.32 0.11 0.07 0 1.09 1728 7.766 0.025 5.904 0.027 "" 1.58 0.03 T 3.21 0.11 O "" 5.4391 0.0334 0.233 100 "" 5.17 5.83 "" U 2 C "" "" "" 1 "" "" S "" "" "" "" "" "" S "" P 1760 "B-20   50" "" "" 3.79 M5/M6Ib/II 4
H 1921 H "00 24 15.64" "+52 01 11.7" 5.58 1 H 6.06518443 52.01992467 * 2.38 13.7 -4.4 0.4 0.4 0.69 0.41 0.42 -0.2 0.32 0.18 0.07 0.12 0.11 0.15 0.32 0.18 -0.26 1 -1.31 1921 5.437 0.002 5.564 0.003 * -0.11 0.004 T -0.09 0.01 L * 5.5506 0.001 0.011 186 * 5.53 5.57 1.06 P 1 A 00243+5201 I 1 2 C S A AB 54 0.157 0.003 0.89 0.1 S "" "" 1976 "B+51   62" "" "" -0.11 B5IV X
H 1960 "" "00 24 47.49" "+61 49 51.8" 5.38 "" H 6.19786908 61.83106347 "" 4.27 13.67 -2.45 0.37 0.4 0.54 0.45 0.44 -0.07 0.08 0.1 0.21 -0.08 -0.03 -0.06 0.1 0.17 -0.06 1 -1.02 1960 5.387 0.002 5.383 0.002 "" 0.008 0.003 T 0.03 0.0 L "" 5.3941 0.0005 0.006 155 "" 5.38 5.4 "" C "" "" "" "" "" 1 "" "" "" "" "" "" "" "" "" S "" "" 2011 "B+61   69" "" "" 0.02 B9III X
H 1982 "" "00 25 06.39" "+53 02 48.4" 5.72 "" H 6.276607 53.04678501 "" 6.17 25.8 0.3 0.43 0.38 0.71 0.41 0.42 -0.18 0.38 0.06 0.11 0.09 -0.05 0.2 0.21 0.3 -0.2 0 -0.87 1982 5.646 0.002 5.712 0.003 "" -0.056 0.003 T -0.03 0.0 L "" 5.711 0.0005 0.005 167 "" 5.7 5.72 "" C "" "" "" "" "" 1 "" "" "" "" "" "" "" "" "" S "" "" 2054 "B+52   61" "" "" -0.03 B9IV X
H 2006 "" "00 25 24.22" "+01 56 23.0" 5.77 "" H 6.35090309 1.93972374 "" 5.5 -14.33 -12.89 0.83 0.7 1.03 0.88 0.63 0.35 -0.07 -0.38 -0.22 -0.21 0.18 -0.16 -0.52 0.36 0.45 0 -0.99 2006 6.84 0.005 5.866 0.004 "" 0.855 0.005 T 0.87 0.0 L "" 5.9256 0.0006 0.005 72 "" 5.92 5.94 "" C "" "" 00254+0156 I 1 1 "" "" "" "" "" "" "" "" "" S "" "" 2114 "B+01   57" "" "" 0.88 G5III S
H 2021 "" "00 25 39.20" "-77 15 18.1" 2.82 "" G 6.41334183 -77.25503511 "" 133.78 2220.12 324.37 0.42 0.45 0.51 0.48 0.49 0.1 0.09 -0.25 -0.06 0.01 0.06 0.01 0.03 0.1 0.31 0 -1.44 2021 "" "" "" "" "" 0.618 0.008 G 0.68 0.02 A "" 2.9305 0.0003 0.004 122 "" 2.93 2.94 "" "" "" "" "" "" "" 1 "" "" "" "" "" "" "" "" "" S "" "" 2151 "" "C-77    15" "P-77    16" 0.68 G2IV X
H 2072 "" "00 26 12.12" "-43 40 47.7" 3.93 1 G 6.55048418 -43.67990933 "" 42.51 106.14 32.83 0.43 0.5 0.69 0.48 0.57 0.02 -0.05 -0.28 0.22 -0.1 0.17 -0.06 -0.18 0.18 0.04 1 -0.05 2072 4.164 0.002 3.965 0.002 "" 0.175 0.008 G 0.2 0.02 A "" 3.9946 0.0006 0.006 139 "" 3.99 4.01 "" M "" "" "" "" "" 1 "" "" "" "" "" "" "" "" "" S "" "" 2262 "" "C-44   101" "P-44    47" 0.2 A7V X
H 2081 "" "00 26 16.87" "-42 18 18.4" 2.4 "" G 6.57028075 -42.30512197 "" 42.14 232.76 -353.64 0.46 0.56 0.78 0.54 0.82 0.07 -0.09 -0.29 0.14 -0.04 0.12 0.0 -0.52 0.29 0.14 3 0.56 2081 3.802 0.003 2.519 0.003 "" 1.083 0.016 G 1.11 0.02 A "" 2.5512 0.0005 0.004 125 "" 2.54 2.56 "" "" "" "" 00263-4218 I 1 1 G "" "" "" "" "" "" "" "" S "" "" 2261 "" "C-42   116" "P-42    34" 1.11 K0III... X
H 2210 "" "00 27 55.71" "-33 00 25.4" 4.86 2 H 6.98213606 -33.0070446 "" 5.95 -20.48 -50.39 0.7 0.45 0.72 0.84 0.48 0.03 -0.1 -0.04 -0.21 0.06 0.21 0.09 -0.07 -0.18 -0.1 2 -0.3 2210 6.982 0.008 5.059 0.006 "" 1.634 0.035 G 2.32 0.02 A "" 4.9006 0.0051 0.033 76 "" 4.85 4.98 "" U 2 "" "" "" "" 1 "" "" S "" "" "" "" "" "" S "" P 2429 "" "C-33   152" "P-33    48" 2.32 M2/M3III 3
H 2219 "" "00 28 02.84" "+17 53 35.1" 5.01 2 H 7.01185234 17.89307501 "" 6.65 114.91 20.48 0.66 0.54 0.78 0.75 0.56 0.34 0.09 0.02 0.08 -0.19 0.0 -0.16 -0.12 0.16 0.32 0 0.48 2219 7.113 0.011 5.247 0.012 "" 1.584 0.013 T 2.5 0.07 O "" 5.0291 0.0146 0.085 74 "" 4.85 5.25 "" U 2 "" "" "" "" 1 "" "" S "" "" "" "" "" "" S "" "" 2411 "B+17   55" "" "" 2.73 M3IIIvar X
H 2225 "" "00 28 13.59" "+44 23 40.2" 5.18 "" H 7.05660466 44.39448925 "" 12.32 84.1 -15.33 0.39 0.45 0.75 0.4 0.5 0.12 0.23 -0.1 -0.09 0.15 -0.23 0.19 -0.08 0.23 0.15 0 -0.55 2225 5.228 0.002 5.187 0.002 "" 0.043 0.002 G 0.06 0.0 H "" 5.1998 0.0005 0.006 161 "" 5.19 5.21 "" "" "" "" "" "" "" 1 "" "" "" "" "" "" "" "" "" S "" "" 2421 "B+43   92" "" "" 0.06 A2Vs X
H 2240 "" "00 28 26.42" "-39 54 53.6" 5.42 "" H 7.11007309 -39.91490183 "" 7.86 135.95 -41.36 0.48 0.47 0.68 0.58 0.54 0.13 -0.13 -0.2 -0.18 -0.11 0.21 -0.1 -0.31 0.13 0.06 0 -0.26 2240 7.451 0.006 5.604 0.003 "" 1.556 0.019 G 1.74 0.01 G "" 5.5259 0.0008 0.007 137 "" 5.51 5.54 "" "" "" "" "" "" "" 1 "" "" "" "" "" "" "" "" "" S "" "" 2490 "" "C-40    93" "P-40    35" 1.74 M0III 2
H 2353 "" "00 30 02.35" "-03 57 26.3" 5.72 "" H 7.50980355 -3.95729662 "" 3.82 8.61 -14.51 0.82 0.63 0.92 0.88 0.64 0.31 0.32 -0.06 0.25 0.28 0.15 0.3 0.17 0.1 0.53 0 0.69 2353 7.77 0.01 5.911 0.006 "" 1.545 0.009 T 1.61 0.02 L "" 5.8315 0.0012 0.008 48 "" 5.82 5.85 "" "" "" "" 00300-0357 I 1 1 "" "" "" "" "" "" "" "" "" S "" "" 2637 "B-04   54" "" "" 1.68 M0III X
H 2355 "" "00 30 07.34" "+29 45 06.1" 5.2 1 H 7.53056566 29.75169567 "" 17.62 43.56 -57.18 0.71 0.64 0.86 0.78 0.67 0.21 0.21 -0.14 0.08 -0.19 -0.1 -0.1 -0.44 0.39 0.17 0 1.63 2355 5.532 0.004 5.245 0.004 "" 0.271 0.005 G 0.31 0.01 H "" 5.277 0.0023 0.017 56 "" 5.25 5.3 0.07 P 1 A 00302+2945 I 1 1 "" "" "" "" "" "" "" "" "" S "" "" 2628 "B+28   75" "" "" 0.31 A7III X
H 2381 "" "00 30 22.67" "-23 47 15.8" 5.17 "" H 7.59446346 -23.78771429 "" 18.08 -26.95 13.97 0.71 0.54 0.9 0.85 0.62 0.31 0.12 -0.15 -0.33 -0.17 0.08 -0.13 -0.32 0.2 0.24 0 -1.01 2381 5.328 0.003 5.188 0.003 "" 0.128 0.004 G 0.14 0.0 H "" 5.2165 0.0008 0.006 81 "" 5.21 5.23 "" "" "" "" "" "" "" 1 "" "" "" "" "" "" "" "" "" S "" "" 2696 "" "C-24   179" "P-24    39" 0.14 A3V 4
H 2383 "" "00 30 25.97" "-48 12 52.9" 5.67 "" H 7.60822774 -48.21469821 "" 22.19 163.44 -87.3 0.43 0.44 0.67 0.54 0.47 -0.22 -0.01 -0.03 0.02 0.06 -0.12 0.05 0.14 0.05 -0.2 1 -1.03 2383 6.087 0.002 5.711 0.003 "" 0.367 0.003 T 0.43 0.0 L "" 5.7538 0.0006 0.008 191 "" 5.74 5.77 "" "" "" "" "" "" "" 1 G "" "" "" "" "" "" "" "" S "" "" 2726 "" "C-48   102" "P-48    45" 0.42 F2V X
H 2472 "" "00 31 24.86" "-48 48 12.8" 4.76 "" G 7.85356695 -48.80356171 "" 18.97 140.74 19.47 0.41 0.41 0.64 0.45 0.43 -0.42 0.04 -0.03 -0.18 0.11 -0.07 0.1 -0.08 -0.03 -0.35 0 1.15 2472 "" "" "" "" "" 0.018 0.004 G 0.01 0.02 A "" 4.7736 0.0005 0.006 191 "" 4.76 4.78 "" "" "" "" 00314-4848 I 1 1 "" "" "" "" "" "" "" "" "" S "" "" 2834 "" "C-49   115" "P-49    63" 0.01 A0V X
H 2475 "" "00 31 25.61" "+33 34 54.1" 5.88 "" H 7.85668759 33.58168169 "" 6.98 49.61 -16.26 0.63 0.52 0.79 0.68 0.46 0.37 0.21 0.17 0.0 -0.18 0.12 -0.15 -0.11 0.09 0.35 0 1.72 2475 7.336 0.006 6.0 0.004 "" 1.133 0.006 T 1.1 0.01 L "" 6.0428 0.0008 0.005 90 "" 6.03 6.05 "" C "" "" 00315+3335 I 1 1 "" "" "" "" "" "" "" "" "" S "" "" 2767 "B+32   80" "" "" 1.09 K1III... X
H 2484 "" "00 31 32.56" "-62 57 29.1" 4.36 "" G 7.88566992 -62.95808549 "" 23.35 82.48 -54.37 0.41 0.42 0.52 0.42 0.47 -0.04 0.07 -0.15 -0.04 0.12 0.07 0.13 0.21 0.05 0.06 3 1.83 2484 4.278 0.002 4.33 0.003 "" -0.064 0.009 G -0.02 0.01 L "" 4.3328 0.0012 0.015 140 "" 4.25 4.34 "" D "" "" 00316-6258 I 2 1 "" "" S "" "" "" "" "" "" S "" "" 2884 "" "" "P-63    50" -0.02 B9V X
H 2487 "" "00 31 33.36" "-62 57 55.6" 4.53 "" G 7.88898014 -62.96544985 "" 18.95 87.95 -45.79 3.58 3.34 4.35 4.06 3.96 -0.05 0.02 -0.15 -0.1 0.12 0.06 0.13 0.01 0.03 0.06 0 "" 2487 4.687 0.003 4.528 0.003 "" 0.147 0.011 G 0.14 0.01 L "" 4.5529 0.0019 0.043 139 "" 4.3 4.57 "" D "" "" 00316-6258 I 2 1 X "" S "" "" "" "" "" "" S "" "" 2885 "" "" "" 0.14 A2V X
H 2497 "" "00 31 41.21" "+52 50 22.4" 5.59 "" H 7.92171234 52.83955844 "" 8.29 -55.33 -13.14 0.42 0.38 0.68 0.4 0.41 -0.29 0.39 -0.07 0.04 0.03 -0.03 0.05 0.36 0.05 -0.28 0 -0.15 2497 7.104 0.003 5.73 0.002 "" 1.163 0.003 T 1.12 0.0 L "" 5.7599 0.0005 0.006 209 "" 5.75 5.77 "" C "" "" "" "" "" 1 "" "" "" "" "" "" "" "" "" S "" "" 2774 "B+52   92" "" "" 1.12 K2III X
H 2505 H "00 31 46.32" "+54 31 20.4" 4.74 "" G 7.94299136 54.52232473 A 9.2 40.78 -14.81 0.81 1.0 1.06 0.79 0.8 -0.23 -0.01 0.21 -0.08 0.16 0.1 0.09 0.27 0.07 -0.31 6 0.59 2505 4.621 0.002 4.723 0.002 * -0.098 0.005 G -0.08 0.01 H * 4.7078 0.0004 0.005 237 * 4.7 4.72 "" D "" "" 00318+5431 I 1 2 C "" A AB 190 0.446 0.002 0.04 0.01 S "" "" 2772 "B+53   82" "" "" -0.08 B8Vn X
H 2548 H "00 32 23.75" "+06 57 19.6" 5.69 "" H 8.09897908 6.95545461 * 12.36 45.91 3.54 0.67 0.52 0.8 0.66 0.52 0.48 0.11 0.03 0.02 -0.24 0.12 -0.22 -0.28 0.22 0.48 2 2.27 2548 5.679 0.003 5.696 0.002 * -0.014 0.003 T 0.01 0.0 L * 5.698 0.0006 0.005 111 * 5.69 5.71 "" D "" "" 00324+0657 I 1 2 C S D AC 266 0.128 0.061 2.15 0.84 S "" D 2913 "B+06   64" "" "" 0.01 B9.5V X
H 2568 "" "00 32 35.40" "+20 17 40.0" 5.38 "" H 8.14750345 20.29443334 "" 12.69 136.81 -48.1 0.67 0.46 0.72 0.75 0.48 0.31 0.0 0.04 0.15 -0.23 -0.02 -0.22 -0.07 0.09 0.28 0 -0.93 2568 6.751 0.004 5.488 0.003 "" 1.069 0.01 G 1.0 0.03 E "" 5.5464 0.0008 0.005 101 "" 5.53 5.55 "" "" "" "" 00326+2018 I 1 1 "" "" "" "" "" "" "" "" "" S "" "" 2910 "B+19   79" "" "" 1.0 K0III X
H 2578 "" "00 32 43.79" "-63 01 53.0" 5.07 "" H 8.18247614 -63.03137868 "" 21.52 86.15 -49.85 0.38 0.4 0.49 0.39 0.46 -0.07 0.06 -0.15 -0.13 0.07 0.03 0.05 0.06 -0.07 0.05 0 -0.72 2578 5.126 0.003 5.075 0.003 "" 0.038 0.004 G 0.05 0.0 H "" 5.092 0.0005 0.005 145 "" 5.08 5.1 "" C "" "" 00327-6302 I 1 1 "" "" "" "" "" "" "" "" "" S "" "" 3003 "" "" "P-63    52" 0.05 A0V 1
H 2599 "" "00 32 59.99" "+62 55 54.4" 4.17 2 G 8.24994391 62.93178781 "" 0.79 3.99 -2.1 0.36 0.39 0.52 0.39 0.42 -0.1 0.27 0.1 0.12 -0.1 -0.05 -0.03 -0.02 0.19 -0.16 0 0.66 2599 4.301 0.003 4.198 0.002 "" 0.13 0.034 G 0.17 0.03 C "" 4.2103 0.0017 0.021 152 "" 4.18 4.25 "" U 2 "" "" "" "" 1 "" "" "" "" "" "" "" "" "" S "" "" 2905 "B+62  102" "" "" 0.17 B1Ia X
H 2661 "" "00 33 41.06" "-29 33 29.5" 5.55 "" H 8.42108802 -29.55820696 "" 6.56 -27.91 -29.31 0.62 0.48 0.71 0.84 0.53 0.19 -0.12 -0.14 0.1 0.16 -0.03 0.15 0.09 -0.25 0.22 0 -0.51 2661 7.182 0.005 5.688 0.004 "" 1.262 0.002 G 1.23 0.03 E "" 5.7087 0.001 0.007 83 "" 5.69 5.72 "" C "" "" "" "" "" 1 "" "" "" "" "" "" "" "" "" S "" "" 3059 "" "C-30   156" "P-30    60" 1.23 K1III 3
H 2711 "" "00 34 27.62" "-52 22 23.5" 5.57 "" H 8.61506261 -52.37318294 "" 39.03 227.8 38.21 0.4 0.41 0.62 0.54 0.47 -0.17 0.0 -0.17 0.07 0.18 -0.08 0.15 0.06 0.0 -0.13 2 -0.92 2711 6.128 0.003 5.625 0.002 "" 0.472 0.012 G 0.55 0.02 A "" 5.6755 0.0005 0.006 167 "" 5.67 5.69 "" C "" "" "" "" "" 1 "" "" "" "" "" "" "" "" "" S "" "" 3158 "" "C-53   109" "P-53   117" 0.55 F3IV-V X
H 2762 H "00 35 14.64" "-03 35 33.9" 5.2 "" G 8.8110039 -3.59275785 * 47.51 407.68 -36.47 2.05 1.86 1.15 1.31 0.61 -0.1 0.25 -0.09 -0.59 0.16 0.05 0.17 -0.4 0.2 0.04 8 2.13 2762 "" "" "" "" "" 0.567 0.008 G 0.64 0.02 A * 5.3209 0.0007 0.005 71 * 5.31 5.33 "" D "" "" 00352-0336 I 1 2 C "" A AB 277 0.285 0.008 1.29 0.07 S "" "" 3196 "B-04   62" "" "" 0.64 F8V... X
H 2802 "" "00 35 41.13" "-48 00 02.4" 5.51 "" H 8.92139531 -48.00066027 "" 27.61 47.14 -101.4 0.43 0.48 0.77 0.52 0.53 -0.36 -0.08 0.1 -0.13 0.1 0.1 0.11 -0.2 -0.28 -0.34 1 0.85 2802 6.04 0.002 5.564 0.002 "" 0.461 0.002 T 0.53 0.0 L "" 5.6144 0.0005 0.005 179 "" 5.61 5.63 "" C "" "" "" "" "" 1 "" "" "" "" "" "" "" "" "" S "" "" 3302 "" "C-48   121" "P-48    51" 0.52 F6V X
H 2854 "" "00 36 08.29" "+54 10 06.4" 5.08 "" H 9.0345314 54.16845384 "" 6.45 22.98 -1.52 0.39 0.39 0.63 0.44 0.43 -0.21 0.23 0.08 0.09 0.17 0.07 0.16 0.32 0.03 -0.24 0 -1.19 2854 4.952 0.002 5.065 0.002 "" -0.098 0.003 T -0.08 0.0 L "" 5.0536 0.0003 0.005 216 "" 5.05 5.06 "" "" "" "" "" "" "" 1 "" "" "" "" "" "" "" "" "" S "" "" 3240 "B+53  102" "" "" -0.09 B7III X
H 2876 "" "00 36 27.34" "+60 19 34.4" 5.78 "" H 9.11392475 60.32621728 "" 0.97 3.05 -1.1 0.4 0.4 0.59 0.52 0.44 -0.2 0.06 0.12 0.36 -0.06 -0.13 -0.04 0.08 0.22 -0.25 1 0.49 2876 6.12 0.003 5.828 0.003 "" 0.294 0.03 G 0.43 0.03 C "" 5.8676 0.0007 0.007 164 "" 5.86 5.88 "" "" "" "" "" "" "" 1 "" "" "" "" "" "" "" "" "" S "" "" 3283 "B+59   84" "" "" 0.43 A4III X
H 2900 "" "00 36 46.47" "+44 29 18.6" 5.14 1 H 9.1936292 44.48850971 "" 4.97 -36.7 31.77 0.41 0.44 0.78 0.42 0.56 0.04 0.38 0.02 -0.05 0.1 -0.16 0.22 -0.16 0.27 0.06 1 -0.56 2900 7.248 0.006 5.336 0.003 "" 1.587 0.005 T 1.61 0.01 L "" 5.2561 0.0014 0.015 148 "" 5.23 5.27 "" U 2 "" "" "" "" 1 "" "" "" "" "" "" "" "" "" S "" P 3346 "B+43  113" "" "" 1.66 K5III X
H 2903 "" "00 36 47.31" "+15 13 54.3" 5.89 "" H 9.19713232 15.23175994 "" 3.81 0.91 -14.18 0.6 0.5 0.71 0.65 0.54 0.31 0.08 -0.1 0.0 -0.22 0.1 -0.17 -0.26 0.25 0.36 4 0.09 2903 5.686 0.003 5.849 0.003 "" -0.146 0.0 G -0.14 0.0 H "" 5.8348 0.0006 0.005 91 "" 5.83 5.85 "" "" "" "" "" "" "" 1 "" "" "" "" "" "" "" "" "" S "" "" 3379 "B+14   76" "" "" -0.14 B2.5IV X
H 2912 "" "00 36 52.84" "+33 43 09.7" 4.34 "" H 9.22016239 33.71935227 + 4.97 15.23 -3.56 1.09 0.6 0.82 0.86 0.5 -0.15 0.15 0.16 0.06 -0.04 0.22 0.05 -0.16 0.1 0.18 2 0.96 2912 4.191 0.003 4.323 0.003 "" -0.123 0.003 G -0.08 0.03 G "" 4.3098 0.0007 0.006 71 "" 4.3 4.32 "" "" "" "" 00369+3343 I 1 1 O "" "" "" "" "" "" "" "" S "" "" 3369 "B+32  101" "" "" -0.08 B5V X
H 2920 "" "00 36 58.27" "+53 53 49.0" 3.69 "" H 9.24277921 53.89693161 "" 5.46 17.77 -9.15 0.4 0.37 0.61 0.42 0.4 -0.27 0.23 0.01 0.04 0.08 -0.03 0.08 0.15 0.01 -0.31 0 -0.52 2920 3.431 0.002 3.647 0.002 "" -0.196 0.004 G -0.23 0.03 C "" 3.6112 0.0003 0.004 183 "" 3.6 3.62 "" C "" "" "" "" "" 1 "" "" "" "" "" "" "" "" "" S "" "" 3360 "B+53  105" "" "" -0.23 B2IV X
